0.0000000000 0.0000000000 
8.694000e-04 3.224567e+03 
2.077466e-03 6.850437e+03 
3.285532e-03 9.634694e+03 
4.493598e-03 1.174020e+04 
5.701664e-03 1.326869e+04 
6.909730e-03 1.432071e+04 
8.117797e-03 1.500549e+04 
9.325863e-03 1.537923e+04 
1.053393e-02 1.549620e+04 
1.174199e-02 1.540613e+04 
1.295006e-02 1.514129e+04 
1.415813e-02 1.474447e+04 
1.536619e-02 1.425158e+04 
1.657426e-02 1.368746e+04 
1.778233e-02 1.307480e+04 
1.899039e-02 1.244612e+04 
2.019846e-02 1.181893e+04 
2.140652e-02 1.120824e+04 
2.261459e-02 1.062233e+04 
2.382266e-02 1.007089e+04 
2.503072e-02 9.560186e+03 
2.623879e-02 9.092138e+03 
2.744685e-02 8.667607e+03 
2.865492e-02 8.286191e+03 
2.986299e-02 7.945261e+03 
3.100100e-02 7.660323e+03 
3.220400e-02 7.393521e+03 
3.288100e-02 7.258551e+03 
3.424300e-02 7.014877e+03 
3.555100e-02 6.810496e+03 
3.686000e-02 6.630537e+03 
3.795000e-02 6.495427e+03 
3.929100e-02 6.343904e+03 
4.039800e-02 6.226370e+03 
4.164000e-02 6.099706e+03 
4.294400e-02 5.966669e+03 
4.415000e-02 5.843411e+03 
4.542900e-02 5.705990e+03 
4.660900e-02 5.575747e+03 
4.782300e-02 5.431197e+03 
4.892900e-02 5.295094e+03 
5.031200e-02 5.116749e+03 
5.155900e-02 4.948547e+03 
5.238100e-02 4.835186e+03 
5.378200e-02 4.639213e+03 
5.513400e-02 4.448108e+03 
5.627600e-02 4.287225e+03 
5.735300e-02 4.137855e+03 
5.870100e-02 3.955774e+03 
5.988700e-02 3.802079e+03 
6.113500e-02 3.648038e+03 
6.225900e-02 3.517368e+03 
6.340100e-02 3.393462e+03 
6.480200e-02 3.253591e+03 
6.601100e-02 3.145114e+03 
6.725500e-02 3.044860e+03 
6.829100e-02 2.970686e+03 
6.958600e-02 2.887187e+03 
7.071100e-02 2.823503e+03 
7.192300e-02 2.762564e+03 
7.307400e-02 2.711249e+03 
7.412300e-02 2.669267e+03 
7.550400e-02 2.620328e+03 
7.663100e-02 2.584124e+03 
7.791200e-02 2.546747e+03 
7.912700e-02 2.513421e+03 
8.027600e-02 2.482794e+03 
8.138400e-02 2.453536e+03 
8.272200e-02 2.417795e+03 
8.406100e-02 2.380822e+03 
8.534100e-02 2.343026e+03 
8.653800e-02 2.305136e+03 
8.759800e-02 2.270057e+03 
8.900300e-02 2.220943e+03 
9.009000e-02 2.180647e+03 
9.113300e-02 2.139923e+03 
9.239600e-02 2.089471e+03 
9.358000e-02 2.040604e+03 
9.496100e-02 1.981778e+03 
9.608400e-02 1.933851e+03 
9.727500e-02 1.883388e+03 
9.852600e-02 1.830142e+03 
9.973800e-02 1.780070e+03 
1.009000e-01 1.733457e+03 
1.020900e-01 1.687821e+03 
1.034000e-01 1.640087e+03 
1.046000e-01 1.598703e+03 
1.057200e-01 1.563412e+03 
1.069100e-01 1.527936e+03 
1.082500e-01 1.492062e+03 
1.093900e-01 1.464465e+03 
1.105400e-01 1.438532e+03 
1.116900e-01 1.416067e+03 
1.129600e-01 1.392863e+03 
1.142000e-01 1.373200e+03 
1.153300e-01 1.356515e+03 
1.166400e-01 1.338878e+03 
1.177800e-01 1.324619e+03 
1.190000e-01 1.310059e+03 
1.201200e-01 1.297001e+03 
1.213400e-01 1.283113e+03 
1.227100e-01 1.266939e+03 
1.238900e-01 1.253014e+03 
1.250700e-01 1.238230e+03 
1.263200e-01 1.222343e+03 
1.275500e-01 1.205760e+03 
1.287500e-01 1.189206e+03 
1.299900e-01 1.171309e+03 
1.311300e-01 1.154543e+03 
1.323500e-01 1.135975e+03 
1.335900e-01 1.116977e+03 
1.347100e-01 1.099451e+03 
1.359800e-01 1.079708e+03 
1.372100e-01 1.060378e+03 
1.384300e-01 1.041533e+03 
1.395700e-01 1.024003e+03 
1.407700e-01 1.005971e+03 
1.420300e-01 9.874252e+02 
1.432800e-01 9.694778e+02 
1.444500e-01 9.534103e+02 
1.456300e-01 9.375686e+02 
1.468900e-01 9.215807e+02 
1.480500e-01 9.073504e+02 
1.491700e-01 8.942653e+02 
1.503800e-01 8.808926e+02 
1.516400e-01 8.674510e+02 
1.528200e-01 8.559227e+02 
1.540200e-01 8.444335e+02 
1.551900e-01 8.341509e+02 
1.564300e-01 8.236356e+02 
1.576600e-01 8.137166e+02 
1.588700e-01 8.045137e+02 
1.600900e-01 7.954288e+02 
1.612700e-01 7.871490e+02 
1.625400e-01 7.784039e+02 
1.637600e-01 7.701662e+02 
1.649500e-01 7.622794e+02 
1.662200e-01 7.539710e+02 
1.674000e-01 7.461387e+02 
1.685000e-01 7.389603e+02 
1.697500e-01 7.306831e+02 
1.710300e-01 7.221050e+02 
1.722200e-01 7.142743e+02 
1.734400e-01 7.058009e+02 
1.746400e-01 6.975906e+02 
1.758700e-01 6.891547e+02 
1.770900e-01 6.805915e+02 
1.782700e-01 6.724558e+02 
1.794600e-01 6.641740e+02 
1.807000e-01 6.555510e+02 
1.819100e-01 6.472886e+02 
1.830100e-01 6.397973e+02 
1.842200e-01 6.316780e+02 
1.855000e-01 6.232473e+02 
1.867000e-01 6.155374e+02 
1.879200e-01 6.078354e+02 
1.890900e-01 6.006073e+02 
1.902800e-01 5.935447e+02 
1.915200e-01 5.863102e+02 
1.926900e-01 5.796628e+02 
1.939000e-01 5.731098e+02 
1.951700e-01 5.663471e+02 
1.963100e-01 5.604471e+02 
1.975100e-01 5.545261e+02 
1.987800e-01 5.483608e+02 
2.000100e-01 5.425526e+02 
2.012500e-01 5.369433e+02 
2.023400e-01 5.320854e+02 
2.036100e-01 5.265362e+02 
2.048900e-01 5.211355e+02 
2.060400e-01 5.163563e+02 
2.072200e-01 5.115258e+02 
2.084200e-01 5.067204e+02 
2.096900e-01 5.017110e+02 
2.109200e-01 4.969327e+02 
2.121100e-01 4.923463e+02 
2.132700e-01 4.879369e+02 
2.145200e-01 4.832536e+02 
2.157200e-01 4.787722e+02 
2.168800e-01 4.744772e+02 
2.180700e-01 4.701321e+02 
2.193400e-01 4.655317e+02 
2.206000e-01 4.609792e+02 
2.217500e-01 4.568827e+02 
2.229500e-01 4.526662e+02 
2.241400e-01 4.484711e+02 
2.253500e-01 4.442627e+02 
2.264900e-01 4.403514e+02 
2.277100e-01 4.362023e+02 
2.289900e-01 4.318893e+02 
2.301500e-01 4.280349e+02 
2.313600e-01 4.240680e+02 
2.325600e-01 4.201741e+02 
2.337700e-01 4.163008e+02 
2.350000e-01 4.124170e+02 
2.362000e-01 4.086866e+02 
2.374100e-01 4.049840e+02 
2.386500e-01 4.012407e+02 
2.399100e-01 3.974889e+02 
2.410400e-01 3.941984e+02 
2.422500e-01 3.907233e+02 
2.435000e-01 3.871807e+02 
2.447300e-01 3.837486e+02 
2.458700e-01 3.806385e+02 
2.470600e-01 3.774319e+02 
2.483300e-01 3.740538e+02 
2.495600e-01 3.708426e+02 
2.507600e-01 3.677735e+02 
2.519600e-01 3.647424e+02 
2.532200e-01 3.615998e+02 
2.543700e-01 3.587872e+02 
2.555500e-01 3.559490e+02 
2.568000e-01 3.529793e+02 
2.580100e-01 3.501401e+02 
2.592400e-01 3.473023e+02 
2.604100e-01 3.446408e+02 
2.616100e-01 3.419431e+02 
2.628400e-01 3.392109e+02 
2.640600e-01 3.365440e+02 
2.652200e-01 3.340418e+02 
2.664300e-01 3.314618e+02 
2.676500e-01 3.288909e+02 
2.688400e-01 3.264144e+02 
